Outcome,Fighter,Fightee,Str,TD,Sub,Pass,Str2,TD2,Sub2,Pass2,Name,Date,Method,Misc,Rounds,Time,
loss,Pat Barry,Shawn Jordan,2,10,0,0,0,0,0,0,UFC 161: Evans vs Henderson,Jun. 15  2013,KO/TKO,Punches,1,00:59,
win,Pat Barry,Shane del Rosario,11,14,0,1,0,2,1,1,The Ultimate Fighter 16 Finale,Dec. 15  2012,KO/TKO,Punch,2,00:26,
loss,Pat Barry,Lavar Johnson,15,39,0,0,1,0,1,0,UFC on FOX: Diaz vs Miller,May. 05  2012,KO/TKO,Punches,1,04:38,
win,Pat Barry,Christian Morecraft,12,3,0,2,0,1,0,2,UFC on FX: Guillard vs Miller,Jan. 20  2012,KO/TKO,Punch,1,03:38,
loss,Pat Barry,Stefan Struve,30,31,0,0,0,1,0,0,UFC LIVE 6: Cruz vs Johnson,Oct. 01  2011,SUB,Triangle Choke,2,03:22,
loss,Pat Barry,Cheick Kongo,8,10,0,0,0,0,0,0,UFC Live on Versus: Kongo vs Barry,Jun. 26  2011,KO/TKO,Punch,1,02:39,
win,Pat Barry,Joey Beltran,46,55,0,0,0,0,1,0,UFC Fight Night: Fight for the Troops 2,Jan. 22  2011,U-DEC,,3,05:00,
loss,Pat Barry,Mirko Cro Cop,25,42,0,0,0,2,0,3,UFC 115: Liddell vs Franklin,Jun. 12  2010,SUB,Rear Naked Choke,3,04:30,
win,Pat Barry,Antoni Hardonk,29,29,0,0,0,0,2,0,UFC 104: Machida vs Shogun,Oct. 24  2009,KO/TKO,Punches,2,02:30,
loss,Pat Barry,Tim Hague,3,0,0,1,0,1,0,1,UFC 98: Evans vs Machida,May. 23  2009,SUB,Guillotine Choke,1,01:42,
win,Pat Barry,Dan Evensen,6,0,0,0,0,0,0,0,UFC 92: The Ultimate 2008,Dec. 27  2008,KO/TKO,Kicks,1,02:36,
loss,Enrique Barzola,Kevin Aguilar,52,58,0,0,0,0,0,0,UFC Fight Night: Barboza vs. Gaethje,Mar. 30  2019,U-DEC,,3,05:00,
win,Enrique Barzola,Brandon Davis,51,29,10,0,1,0,5,0,UFC Fight Night: Maia vs. Usman,May. 19  2018,U-DEC,,3,05:00,
win,Enrique Barzola,Matt Bessette,55,43,5,0,0,0,0,0,UFC 220: Miocic vs. Ngannou,Jan. 20  2018,U-DEC,,3,05:00,
win,Enrique Barzola,Gabriel Benitez,46,51,9,0,1,0,3,0,UFC 211: Miocic vs. Dos Santos,May. 13  2017,U-DEC,,3,05:00,
win,Enrique Barzola,Chris Avila,72,29,7,0,0,0,1,0,UFC Fight Night: Dos Anjos vs. Ferguson,Nov. 05  2016,U-DEC,,3,05:00,
loss,Enrique Barzola,Kyle Bochniak,55,41,1,1,0,0,0,1,UFC Fight Night: Maia vs. Condit,Aug. 27  2016,S-DEC,,3,05:00,
win,Enrique Barzola,Horacio Gutierrez,38,10,5,0,0,0,1,0,UFC Fight Night: Magny vs Gastelum,Nov. 21  2015,U-DEC,,3,05:00,
loss,Stephen Bass,Marcus Brimage,73,88,0,1,0,0,0,0,The Ultimate Fighter 14 Finale: Team Bisping vs Team Miller,Dec. 03  2011,U-DEC,,3,05:00,
loss,Sean Bassett,David Smith,0,0,0,0,0,0,0,0,Strikeforce - Shamrock vs. Baroni,Jun. 22  2007,KO/TKO,,2,01:23,
loss,Sean Bassett,David Smith,0,0,0,0,0,0,0,0,Strikeforce - Triple Threat,Dec. 08  2006,KO/TKO,,3,01:36,
loss,Sean Bassett,Chris Amarante,0,0,0,0,0,0,0,0,Strikeforce - Revenge,Jun. 09  2006,SUB,Armbar,1,04:37,
win,Ryan Bastianelli,Hussain Rasouli,0,0,0,0,0,0,0,0,Strikeforce - Young Guns 3,Sep. 13  2008,U-DEC,,3,03:00,
loss,Shayna Baszler,Amanda Nunes,1,15,0,0,0,0,0,0,UFC Fight Night: Maia vs LaFlare,Mar. 21  2015,KO/TKO,Kick,1,01:56,
loss,Shayna Baszler,Bethe Correia,8,68,1,0,1,0,0,0,UFC 177: Dillashaw vs Soto,Aug. 30  2014,KO/TKO,Punches,2,01:56,
loss,Shayna Baszler,Sara McMann,57,61,0,4,1,0,0,0,Invicta FC 2: McMann vs. Baszler,Jul. 28  2012,U-DEC,,3,05:00,
loss,Shayna Baszler,Sarah Kaufman,38,88,1,1,1,0,1,1,Strikeforce Challengers 2,Jun. 19  2009,U-DEC,,3,05:00,
loss,Shayna Baszler,Cris Cyborg,7,52,0,0,1,0,0,1,EliteXC - Unfinished Business,Jul. 26  2008,KO/TKO,Punches,2,02:48,
loss,Michel Batista,Maurice Greene,0,9,1,0,0,1,0,0,UFC - TUF 28 Finale,Nov. 30  2018,SUB,Triangle Choke,1,02:14,
loss,Mario Bautista,Cory Sandhagen,9,17,1,1,0,2,0,2,UFC Fight Night: Cejudo vs. Dillashaw,Jan. 19  2019,SUB,Armbar,1,03:31,
loss,Chris Beal,Joe Soto,76,47,0,1,0,2,0,2,UFC Fight Night: MacDonald vs Thompson,Jun. 18  2016,SUB,Rear Naked Choke,3,03:39,
loss,Chris Beal,Chris Kelades,47,50,2,1,0,0,5,1,UFC Fight Night: Holloway vs Oliveira,Aug. 23  2015,S-DEC,,3,05:00,
loss,Chris Beal,Neil Seery,39,56,2,1,0,4,3,1,UFC Fight Night: Gustafsson vs Johnson,Jan. 24  2015,U-DEC,,3,05:00,
win,Chris Beal,Tateki Matsuda,45,41,3,0,1,0,5,1,UFC Fight Night: Souza vs Mousasi,Sep. 05  2014,U-DEC,,3,05:00,
win,Chris Beal,Patrick Williams,19,14,0,2,0,0,0,1,UFC 172: Jones vs Teixeira,Apr. 26  2014,KO/TKO,Flying Knee,2,01:51,
loss,Rudy Bears,Tyron Woodley,3,4,0,2,0,1,0,4,Strikeforce Challengers 5,Nov. 20  2009,SUB,Arm Triangle,1,02:52,
loss,Ariel Beck,Shana Dobson,35,34,0,0,0,0,0,0,The Ultimate Fighter 26 Finale,Dec. 01  2017,KO/TKO,Punch,2,02:53,
loss,Jeff Bedard,Miguel Torres,3,0,0,0,0,1,0,0,WEC 30: McCullough vs. Crunkilton,Sep. 05  2007,SUB,Triangle Choke,1,02:30,
win,Jeff Bedard,Mike French,11,0,4,0,3,1,8,2,WEC 28: Faber vs. Farrar,Jun. 03  2007,U-DEC,,3,05:00,
loss,Johnny Bedford,Rani Yahya,9,13,0,3,0,2,3,3,UFC Fight Night: Silva vs Arlovski,Sep. 13  2014,SUB,Kimura,2,02:04,
loss,Johnny Bedford,Cody Gibson,7,3,0,0,0,0,0,0,UFC Fight Night: Swanson vs Stephens,Jun. 28  2014,KO/TKO,Punch,1,00:38,
nc,Johnny Bedford,Rani Yahya,4,3,0,0,0,0,0,0,UFC Fight Night: Minotauro vs Nelson,Apr. 11  2014,CNC,,1,00:39,
loss,Johnny Bedford,Bryan Caraway,50,43,0,3,0,1,0,6,UFC 159: Jones vs Sonnen,Apr. 27  2013,SUB,Guillotine Choke,3,04:44,
win,Johnny Bedford,Marcos Vinicius,34,4,1,0,0,1,1,0,The Ultimate Fighter 16 Finale,Dec. 15  2012,KO/TKO,Punch,2,01:00,
win,Johnny Bedford,Louis Gaudinot,82,6,4,0,0,0,10,0,The Ultimate Fighter 14 Finale: Team Bisping vs Team Miller,Dec. 03  2011,KO/TKO,Knees,3,01:58,
loss,Chase Beebe,Hiroyuki Takaya,6,9,0,0,0,0,0,0,DREAM 16,Sep. 25  2010,KO/TKO,Punches,1,01:45,
loss,Chase Beebe,Yoshiro Maeda,9,21,1,2,0,1,1,1,DREAM 12,Oct. 25  2009,SUB,Rear Naked Choke,1,03:36,
loss,Chase Beebe,Joe Warren,35,29,1,3,1,0,0,1,DREAM 7: Featherweight Grand Prix 2009 1st Round,Mar. 08  2009,KO/TKO,,1,10:00,
loss,Chase Beebe,Will Ribeiro,24,25,5,1,0,5,1,1,WEC 34: Faber vs. Pulver,Jun. 01  2008,S-DEC,,3,05:00,
loss,Chase Beebe,Miguel Torres,11,14,2,0,0,2,1,0,WEC 32: Condit vs. Prater,Feb. 13  2008,SUB,Guillotine Choke,1,03:59,
win,Chase Beebe,Rani Yahya,43,9,0,1,4,5,7,3,WEC 30: McCullough vs. Crunkilton,Sep. 05  2007,U-DEC,,5,05:00,
win,Chase Beebe,Eddie Wineland,55,31,5,0,0,2,4,0,WEC 26: Condit vs. Alessio,Mar. 24  2007,U-DEC,,5,05:00,
loss,Lyle Beerbohm,Shinya Aoki,1,2,0,1,0,1,0,1,Strikeforce - Diaz vs. Daley,Apr. 09  2011,SUB,Neck Crank,1,01:33,
loss,Lyle Beerbohm,Pat Healy,20,47,2,1,0,2,4,1,Strikeforce Challengers 14,Feb. 18  2011,U-DEC,,3,05:00,
win,Lyle Beerbohm,Vitor Ribeiro,37,18,0,3,0,3,0,2,Strikeforce - Heavy Artillery,May. 15  2010,S-DEC,,3,05:00,
win,Lyle Beerbohm,Duane Ludwig,0,0,0,0,0,0,0,0,Strikeforce Challengers 2,Jun. 19  2009,SUB,Other - Choke,1,04:27,
win,Lyle Beerbohm,Ray Perales,27,2,4,0,1,0,9,0,Strikeforce - At the Dome,Feb. 23  2008,SUB,Guillotine Choke,3,01:19,
win,Mirsad Bektic,Ricardo Lamas,31,34,2,0,0,2,1,0,UFC 225: Whittaker vs. Romero 2,Jun. 09  2018,S-DEC,,3,05:00,
win,Mirsad Bektic,Godofredo Pepey,12,5,0,0,0,0,0,0,UFC Fight Night: Jacare vs. Brunson 2,Jan. 27  2018,KO/TKO,Punch,1,02:47,
loss,Mirsad Bektic,Darren Elkins,60,28,4,0,0,1,8,0,UFC 209: Woodley vs. Thompson 2,Mar. 04  2017,KO/TKO,Kick,3,03:19,
win,Mirsad Bektic,Russell Doane,4,6,4,0,2,0,1,0,UFC 204: Bisping vs. Henderson,Oct. 08  2016,SUB,Rear Naked Choke,1,04:22,
win,Mirsad Bektic,Lucas Martins,39,7,3,0,0,0,2,0,UFC Fight Night: Condit vs Alves,May. 30  2015,KO/TKO,Punches,2,00:30,
win,Mirsad Bektic,Paul Redmond,34,2,2,0,0,0,13,0,UFC Fight Night: Gustafsson vs Johnson,Jan. 24  2015,U-DEC,,3,05:00,
win,Mirsad Bektic,Chas Skelly,27,19,2,0,0,0,3,1,UFC on Fox: Werdum vs Browne,Apr. 19  2014,M-DEC,,3,05:00,
loss,Alan Belcher,Michael Bisping,29,93,0,0,0,0,0,0,UFC 159: Jones vs Sonnen,Apr. 27  2013,U-DEC,,3,04:31,
loss,Alan Belcher,Yushin Okami,6,20,0,1,2,0,2,8,UFC 155: Dos Santos vs Velasquez II,Dec. 29  2012,U-DEC,,3,05:00,
win,Alan Belcher,Rousimar Palhares,20,0,0,1,1,1,0,0,UFC on FOX: Diaz vs Miller,May. 05  2012,KO/TKO,Punches,1,04:18,
win,Alan Belcher,Jason MacDonald,25,2,0,0,0,0,2,0,UFC Fight Night Live: Shields vs Ellenberger,Sep. 17  2011,KO/TKO,Punches,1,03:48,
win,Alan Belcher,Patrick Cote,27,22,1,2,1,1,3,1,UFC 113: Machida vs Shogun 2,May. 08  2010,SUB,Rear Naked Choke,2,03:25,
win,Alan Belcher,Wilson Gouveia,21,29,0,0,0,0,0,0,UFC 107: Penn vs Sanchez,Dec. 12  2009,KO/TKO,Punches,1,03:03,
loss,Alan Belcher,Yoshihiro Akiyama,76,55,0,3,0,0,0,2,UFC 100,Jul. 11  2009,S-DEC,,3,05:00,
win,Alan Belcher,Denis Kang,9,26,0,3,1,1,0,5,UFC 93: Franklin vs Henderson,Jan. 17  2009,SUB,Guillotine Choke,2,04:36,
win,Alan Belcher,Ed Herman,54,43,0,5,0,2,0,6,UFC Fight Night: Diaz vs Neer,Sep. 17  2008,S-DEC,,3,05:00,
loss,Alan Belcher,Jason Day,3,29,1,0,0,0,1,0,UFC 83: Serra vs St-Pierre 2,Apr. 19  2008,KO/TKO,Punches,1,03:58,
win,Alan Belcher,Kalib Starnes,57,40,0,1,0,0,0,0,UFC 77: Hostile Territory,Oct. 20  2007,KO/TKO,,2,01:39,
win,Alan Belcher,Sean Salmon,0,1,0,0,1,0,0,0,UFC 71: Liddell vs Jackson,May. 26  2007,SUB,Guillotine Choke,1,00:53,
loss,Alan Belcher,Kendall Grove,8,41,1,1,0,2,1,3,UFC 69: Shootout,Apr. 07  2007,SUB,D'Arce Choke,2,04:42,
win,Alan Belcher,Jorge Santiago,29,14,1,0,2,3,0,2,UFC Fight Night: Sanchez vs Riggs,Dec. 13  2006,KO/TKO,Kick,3,02:45,
loss,Alan Belcher,Yushin Okami,8,12,0,5,0,0,0,8,UFC 62: Liddell vs Sobral,Aug. 26  2006,U-DEC,,3,05:00,
loss,Vitor Belfort,Lyoto Machida,2,11,0,0,0,0,0,0,UFC 224: Nunes vs. Pennington,May. 12  2018,KO/TKO,Kick,2,01:00,
win,Vitor Belfort,Nate Marquardt,37,57,0,1,0,0,0,0,UFC 212: Aldo vs. Holloway,Jun. 03  2017,U-DEC,,3,05:00,
nc,Vitor Belfort,Kelvin Gastelum,10,26,0,0,0,0,0,1,UFC Fight Night: Belfort vs. Gastelum,Mar. 11  2017,Overturned,Punch,1,03:52,
loss,Vitor Belfort,Gegard Mousasi,8,57,0,1,0,0,0,2,UFC 204: Bisping vs. Henderson,Oct. 08  2016,KO/TKO,Punches,2,02:43,
loss,Vitor Belfort,Jacare Souza,4,39,0,1,0,0,0,4,UFC 198: Werdum vs Miocic,May. 14  2016,KO/TKO,Punches,1,04:38,
win,Vitor Belfort,Dan Henderson,6,3,0,0,0,0,0,0,UFC Fight Night: Belfort vs Henderson,Nov. 07  2015,KO/TKO,Kick,1,02:07,
loss,Vitor Belfort,Chris Weidman,18,46,0,1,0,0,0,2,UFC 187: Johnson vs Cormier,May. 23  2015,KO/TKO,Punches,1,02:53,
win,Vitor Belfort,Dan Henderson,12,1,0,0,0,0,0,0,UFC Fight Night: Belfort vs Henderson,Nov. 09  2013,KO/TKO,Kick,1,01:17,
win,Vitor Belfort,Luke Rockhold,9,6,0,0,0,0,0,0,UFC on FX: Belfort vs. Rockhold,May. 18  2013,KO/TKO,Kick,1,02:32,
win,Vitor Belfort,Michael Bisping,18,14,0,0,0,0,0,0,UFC on FX: Belfort vs Bisping,Jan. 19  2013,KO/TKO,Kick,2,01:27,
loss,Vitor Belfort,Jon Jones,16,65,0,1,1,1,0,3,UFC 152: Jones vs Belfort,Sep. 22  2012,SUB,Keylock,4,00:54,
win,Vitor Belfort,Anthony Johnson,14,4,0,2,1,0,1,0,UFC 142: Aldo vs Mendes,Jan. 14  2012,SUB,Rear Naked Choke,1,04:49,
win,Vitor Belfort,Yoshihiro Akiyama,12,1,0,0,0,0,0,0,UFC 133: Evans vs Ortiz 2,Aug. 06  2011,KO/TKO,Punches,1,01:52,
loss,Vitor Belfort,Anderson Silva,6,6,0,0,0,0,0,0,UFC 126: Silva vs Belfort,Feb. 05  2011,KO/TKO,Kick,1,03:25,
win,Vitor Belfort,Rich Franklin,9,4,0,0,0,0,0,0,UFC 103: Franklin vs Belfort,Sep. 19  2009,KO/TKO,Punch,1,03:02,
win,Vitor Belfort,Matt Lindland,6,1,0,0,0,0,0,0,Affliction - Day of Reckoning,Jan. 24  2009,KO/TKO,Punch,1,00:37,
win,Vitor Belfort,Terry Martin,21,5,0,1,0,0,0,0,Affliction - Banned,Jul. 19  2008,KO/TKO,Punch,2,03:12,
win,Vitor Belfort,James Zikic,18,15,3,1,0,0,12,0,Cage Rage 23: Unbelievable,Sep. 22  2007,U-DEC,,3,05:00,
win,Vitor Belfort,Ivan Serati,17,2,1,0,0,0,2,0,Cage Rage 21: Judgement Day,Apr. 21  2007,KO/TKO,Punches,1,03:47,
loss,Vitor Belfort,Dan Henderson,10,39,1,5,1,1,1,5,PRIDE 32: The Real Deal,Oct. 21  2006,U-DEC,,3,05:00,
win,Vitor Belfort,Yoshiki Takahashi,2,4,0,0,0,0,0,0,PRIDE Critical Countdown Absolute,Jul. 01  2006,KO/TKO,Punch,1,00:36,
loss,Vitor Belfort,Alistair Overeem,21,35,1,1,0,0,2,0,Strikeforce - Revenge,Jun. 09  2006,U-DEC,,3,05:00,
loss,Vitor Belfort,Alistair Overeem,11,26,1,2,1,1,0,0,PRIDE Total Elimination 2005,Apr. 23  2005,SUB,Guillotine Choke,1,09:36,
loss,Vitor Belfort,Tito Ortiz,19,27,0,4,1,0,1,3,UFC 51: Super Saturday,Feb. 05  2005,S-DEC,,3,05:00,
loss,Vitor Belfort,Randy Couture,3,50,0,2,2,0,0,1,UFC 49: Unfinished Business,Aug. 21  2004,KO/TKO,,3,05:00,
win,Vitor Belfort,Randy Couture,1,1,0,0,0,0,0,0,UFC 46: Supernatural,Jan. 31  2004,KO/TKO,,1,00:49,
win,Vitor Belfort,Marvin Eastman,9,1,0,0,0,0,0,0,UFC 43: Meltdown,Jun. 06  2003,KO/TKO,Knees,1,01:07,
loss,Vitor Belfort,Chuck Liddell,20,43,3,0,0,0,2,0,UFC 37.5: As Real As It Gets,Jun. 22  2002,U-DEC,,3,05:00,
win,Vitor Belfort,Heath Herring,8,33,3,3,1,1,2,2,PRIDE 14: Clash of the Titans,May. 27  2001,U-DEC,,3,05:00,
win,Vitor Belfort,Bobby Southworth,4,1,2,0,1,0,0,0,PRIDE 13: Collision Course,Mar. 25  2001,SUB,Rear Naked Choke,1,04:09,
win,Vitor Belfort,Daijiro Matsui,47,0,1,0,0,0,1,0,PRIDE 10: Return of the Warriors,Aug. 27  2000,Decision,,2,10:00,
win,Vitor Belfort,Gilbert Yvel,18,2,4,0,0,0,4,0,PRIDE 9: New Blood,Jun. 04  2000,U-DEC,,2,10:00,
loss,Vitor Belfort,Kazushi Sakuraba,9,53,1,1,0,0,0,0,PRIDE 5,Apr. 29  1999,U-DEC,,2,10:00,
win,Vitor Belfort,Wanderlei Silva,7,1,0,0,0,0,0,0,UFC - Ultimate Brazil,Oct. 16  1998,KO/TKO,Punches,1,00:44,
win,Vitor Belfort,Joe Charles,0,1,2,0,3,0,5,0,UFC - Ultimate Japan,Dec. 21  1997,SUB,Armbar,1,04:03,
loss,Vitor Belfort,Randy Couture,6,34,0,1,0,1,0,2,UFC 15: Collision Course,Oct. 17  1997,KO/TKO,Punches,1,08:16,
win,Vitor Belfort,David Abbott,15,2,1,0,0,0,0,0,UFC 13: The Ultimate Force,May. 30  1997,KO/TKO,Punches,1,00:52,
win,Vitor Belfort,Tra Telligman,17,1,0,0,0,0,1,0,UFC 12: Judgement Day,Feb. 07  1997,KO/TKO,Elbows,1,01:17,
win,Vitor Belfort,Scott Ferrozzo,9,0,0,0,0,0,0,0,UFC 12: Judgement Day,Feb. 07  1997,KO/TKO,Punches,1,00:43,
loss,Joey Beltran,Fabio Maldonado,57,87,1,0,0,1,0,0,UFC Fight Night: Maia vs Shields,Oct. 09  2013,S-DEC,,3,05:00,
nc,Joey Beltran,Igor Pokrajac,65,48,0,0,0,0,0,0,UFC on FX: Sotiropoulos vs Pearson,Dec. 14  2012,Overturned,,3,05:00,
loss,Joey Beltran,James Te Huna,73,122,1,3,0,0,0,1,UFC on FUEL TV: Munoz vs Weidman,Jul. 11  2012,U-DEC,,3,05:00,
loss,Joey Beltran,Lavar Johnson,22,65,0,0,0,0,0,0,UFC on FOX: Evans vs Davis,Jan. 28  2012,KO/TKO,Punches,1,04:24,
loss,Joey Beltran,Stipe Miocic,52,68,1,4,0,0,0,7,UFC 136: Edgar vs Maynard 3,Oct. 08  2011,U-DEC,,3,05:00,
win,Joey Beltran,Aaron Rosa,88,73,1,0,0,0,1,0,UFC 131: Dos Santos vs Carwin,Jun. 11  2011,KO/TKO,Punches,3,01:26,
loss,Joey Beltran,Pat Barry,55,46,0,0,0,0,0,1,UFC Fight Night: Fight for the Troops 2,Jan. 22  2011,U-DEC,,3,05:00,
loss,Joey Beltran,Matt Mitrione,52,76,1,0,0,0,3,0,UFC 119: Mir vs Cro Cop,Sep. 25  2010,U-DEC,,3,05:00,
win,Joey Beltran,Tim Hague,97,60,0,2,0,0,0,1,UFC 113: Machida vs Shogun 2,May. 08  2010,U-DEC,,3,05:00,
win,Joey Beltran,Rolles Gracie,22,15,0,1,0,0,0,2,UFC 109: Relentless,Feb. 06  2010,KO/TKO,Punches,2,01:31,
loss,Joey Beltran,Yohan Banks,0,0,0,0,0,0,0,0,Strikeforce - Young Guns,Feb. 10  2007,U-DEC,,3,03:00,
loss,Marco Beltran,Matt Schnell,34,38,1,0,0,1,0,0,UFC 216: Ferguson vs. Lee,Oct. 07  2017,U-DEC,,3,05:00,
loss,Marco Beltran,Deiveson Figueiredo,16,17,0,2,0,4,0,4,UFC 212: Aldo vs. Holloway,Jun. 03  2017,KO/TKO,,2,05:00,
loss,Marco Beltran,Joe Soto,3,2,0,1,0,1,0,0,UFC Fight Night: Dos Anjos vs. Ferguson,Nov. 05  2016,SUB,Heel Hook,1,01:37,
win,Marco Beltran,Reginaldo Vieira,20,20,0,3,1,0,1,0,UFC Fight Night: Dos Anjos vs. Alvarez,Jul. 07  2016,SUB,Rear Naked Choke,2,03:04,
win,Marco Beltran,Ning Guangyou,30,23,1,0,0,0,0,0,UFC Fight Night: Henderson vs Masvidal,Nov. 28  2015,S-DEC,,3,05:00,
win,Marco Beltran,Marlon Vera,31,25,1,1,0,2,2,7,UFC 180: Werdum vs Hunt,Nov. 15  2014,U-DEC,,3,05:00,
win,Joseph Benavidez,Dustin Ortiz,21,49,7,3,0,0,2,2,UFC Fight Night: Cejudo vs. Dillashaw,Jan. 19  2019,U-DEC,,3,05:00,
win,Joseph Benavidez,Alex Perez,35,14,1,1,0,0,0,0,UFC - TUF 28 Finale,Nov. 30  2018,KO/TKO,Punches,1,04:19,
loss,Joseph Benavidez,Sergio Pettis,59,74,2,0,0,0,0,0,UFC 225: Whittaker vs. Romero 2,Jun. 09  2018,S-DEC,,3,05:00,
win,Joseph Benavidez,Henry Cejudo,69,68,0,1,0,0,0,0,The Ultimate Fighter 24 Finale,Dec. 03  2016,S-DEC,,3,05:00,
win,Joseph Benavidez,Zach Makovsky,66,40,0,4,0,0,0,2,UFC Fight Night: Hendricks vs Thompson,Feb. 06  2016,U-DEC,,3,05:00,
win,Joseph Benavidez,Ali Bagautinov,48,31,0,0,0,0,0,0,UFC 192: Cormier vs Gustafsson,Oct. 03  2015,U-DEC,,3,05:00,
win,Joseph Benavidez,John Moraga,63,42,4,0,0,0,8,0,UFC 187: Johnson vs Cormier,May. 23  2015,U-DEC,,3,05:00,
win,Joseph Benavidez,Dustin Ortiz,94,37,2,2,0,0,2,0,UFC Fight Night: Edgar vs Swanson,Nov. 22  2014,U-DEC,,3,05:00,
win,Joseph Benavidez,Tim Elliott,9,16,0,3,1,0,3,0,UFC 172: Jones vs Teixeira,Apr. 26  2014,SUB,Guillotine Choke,1,04:08,
loss,Joseph Benavidez,Demetrious Johnson,4,7,0,0,0,0,0,0,UFC on Fox: Johnson vs. Benavidez 2,Dec. 14  2013,KO/TKO,Punch,1,02:08,
win,Joseph Benavidez,Jussier Formiga,20,6,0,0,0,0,0,0,UFC Fight Night: Teixeira vs Bader,Sep. 04  2013,KO/TKO,Knee,1,03:07,
win,Joseph Benavidez,Darren Uyenoyama,57,11,2,0,0,0,0,0,UFC on FOX: Henderson vs Melendez,Apr. 20  2013,KO/TKO,Punch,2,04:50,
win,Joseph Benavidez,Ian McCall,57,40,0,1,0,0,0,2,UFC 156: Aldo vs Edgar,Feb. 02  2013,U-DEC,,3,05:00,
loss,Joseph Benavidez,Demetrious Johnson,44,77,0,5,2,0,3,2,UFC 152: Jones vs Belfort,Sep. 22  2012,S-DEC,,5,05:00,
win,Joseph Benavidez,Yasuhiro Urushitani,18,8,1,0,1,0,4,0,UFC on FX: Alves vs Kampmann,Mar. 02  2012,KO/TKO,Punch,2,00:11,
win,Joseph Benavidez,Eddie Wineland,66,24,0,0,0,0,0,0,UFC LIVE 5: Hardy vs Lytle,Aug. 14  2011,U-DEC,,3,05:00,
win,Joseph Benavidez,Ian Loveland,48,45,5,0,0,0,5,0,UFC 128: Shogun vs Jones,Mar. 19  2011,U-DEC,,3,05:00,
win,Joseph Benavidez,Wagnney Fabiano,17,6,0,0,3,0,1,2,WEC 52: Faber vs. Mizugaki,Nov. 11  2010,SUB,Guillotine Choke,2,02:45,
loss,Joseph Benavidez,Dominick Cruz,35,58,0,6,1,0,0,3,WEC 50: Cruz vs. Benavidez,Aug. 18  2010,S-DEC,,5,05:00,
win,Joseph Benavidez,Miguel Torres,15,17,2,0,2,1,1,0,WEC 47: Bowles vs. Cruz,Mar. 06  2010,SUB,Guillotine Choke,2,02:57,
win,Joseph Benavidez,Rani Yahya,7,5,0,0,0,0,0,0,WEC 45: Cerrone vs. Ratcliff,Dec. 19  2009,KO/TKO,,1,01:35,
loss,Joseph Benavidez,Dominick Cruz,31,36,0,6,1,0,0,4,WEC 42: Torres vs. Bowles,Aug. 09  2009,U-DEC,,3,05:00,
win,Joseph Benavidez,Jeff Curran,51,22,2,1,1,1,2,0,WEC 40: Torres vs. Mizugaki,Apr. 05  2009,U-DEC,,3,05:00,
win,Joseph Benavidez,Danny Martinez,55,12,1,1,0,0,1,0,WEC 37: Torres vs. Tapia,Dec. 03  2008,U-DEC,,3,05:00,
win,Joseph Benavidez,Junya Kudo,12,5,2,0,1,0,1,0,DREAM 5: Lightweight Grand Prix 2008 Final Round,Jul. 21  2008,SUB,Guillotine Choke,1,02:42,
loss,Mike Bencic,Mario Sperry,0,4,0,0,0,0,0,0,PRIDE Bushido 2,Feb. 15  2004,KO/TKO,Punch,1,00:11,
loss,Mike Bencic,Alistair Overeem,0,9,0,0,0,0,0,2,PRIDE 26: Bad to the Bone,Jun. 08  2003,KO/TKO,Punches,1,03:44,
win,Dave Beneteau,Carlos Barreto,13,11,3,2,0,0,0,1,UFC 15: Collision Course,Oct. 17  1997,U-DEC,,2,03:00,
loss,Dave Beneteau,Oleg Taktarov,2,0,0,0,0,2,0,0,UFC - Ultimate Ultimate '95,Dec. 16  1995,SUB,Ankle Lock,1,01:15,
loss,Dave Beneteau,Oleg Taktarov,5,0,1,0,0,1,0,0,UFC 6: Clash of the Titans,Jul. 14  1995,SUB,Guillotine Choke,1,00:57,
win,Dave Beneteau,Asbel Cancio,12,0,1,0,0,0,2,0,UFC 5: The Return of the Beast,Apr. 07  1995,KO/TKO,,1,00:21,
win,Dave Beneteau,Todd Medina,8,0,1,0,0,0,2,0,UFC 5: The Return of the Beast,Apr. 07  1995,KO/TKO,Punches,1,02:12,
loss,Dave Beneteau,Dan Severn,2,2,0,1,0,1,0,1,UFC 5: The Return of the Beast,Apr. 07  1995,SUB,Keylock,1,03:01,
loss,Karla Benitez,Megumi Fujii,0,3,0,0,0,1,0,0,DREAM - New Year! 2011,Dec. 31  2011,SUB,Armbar,1,01:15,
win,Gabriel Benitez,Humberto Bandenay,9,2,1,0,0,1,0,0,UFC Fight Night: Maia vs. Usman,May. 19  2018,KO/TKO,Slam,1,00:39,
win,Gabriel Benitez,Jason Knight,85,36,0,1,0,0,1,0,UFC Fight Night: Swanson vs. Ortega,Dec. 09  2017,U-DEC,,3,05:00,
loss,Gabriel Benitez,Enrique Barzola,51,46,0,9,0,1,0,3,UFC 211: Miocic vs. Dos Santos,May. 13  2017,U-DEC,,3,05:00,
win,Gabriel Benitez,Sam Sicilia,39,19,0,0,1,0,0,0,UFC Fight Night: Poirier vs. Johnson,Sep. 17  2016,SUB,Guillotine Choke,2,01:20,
loss,Gabriel Benitez,Andre Fili,11,16,0,1,0,0,0,0,UFC Fight Night: Magny vs Gastelum,Nov. 21  2015,KO/TKO,Punches,1,03:13,
