Outcome,Fighter,Fightee,Str,TD,Sub,Pass,Str2,TD2,Sub2,Pass2,Name,Date,Method,Misc,Rounds,Time,
win,Gabriel Benitez,Clay Collard,60,34,0,6,1,0,1,3,UFC 188: Velasquez vs Werdum,Jun. 13  2015,U-DEC,,3,05:00,
win,Gabriel Benitez,Humberto Brown,23,18,0,1,5,0,0,1,UFC 180: Werdum vs Hunt,Nov. 15  2014,SUB,Guillotine Choke,3,00:30,
win,Charles Bennett,KJ Noons,7,6,0,0,0,0,0,0,EliteXC - Destiny,Feb. 10  2007,KO/TKO,Punch,1,03:43,
loss,Charles Bennett,Tatsuya Kawajiri,2,0,0,1,1,3,0,1,PRIDE Bushido 11,Jun. 04  2006,SUB,Kneebar,1,02:30,
win,Charles Bennett,Ken Kaneko,4,0,1,0,1,1,1,0,PRIDE Shockwave 2005,Dec. 31  2005,SUB,Armbar,1,04:14,
loss,Charles Bennett,Dokonjonosuke Mishima,3,8,1,2,1,2,0,3,PRIDE Bushido 9: The Tournament,Sep. 25  2005,SUB,Ankle Lock,1,04:04,
win,Charles Bennett,Yoshiro Maeda,10,3,0,0,0,0,0,0,PRIDE Bushido 7,May. 22  2005,KO/TKO,Punch,1,01:55,
loss,Charles Bennett,Takanori Gomi,5,13,1,4,0,3,0,6,PRIDE Bushido 5,Oct. 14  2004,SUB,Kimura,1,05:52,
loss,Josh Bennett,Mychal Clark,29,58,1,0,0,0,2,1,Strikeforce - At the Dome,Feb. 23  2008,KO/TKO,,2,05:00,
draw,DeAnna Bennett,Melinda Fabian,47,49,0,0,1,0,0,0,The Ultimate Fighter 26 Finale,Dec. 01  2017,M-DEC,,3,05:00,
win,Lance Benoist,Bobby Voelker,56,37,2,0,0,0,6,0,UFC Fight Night: Henderson vs Khabilov,Jun. 07  2014,U-DEC,,3,05:00,
loss,Lance Benoist,Sean Pierson,91,74,0,0,0,0,2,0,UFC 152: Jones vs Belfort,Sep. 22  2012,U-DEC,,3,05:00,
loss,Lance Benoist,Seth Baczynski,35,25,3,1,0,0,0,1,UFC on FX: Johnson vs McCall,Jun. 08  2012,S-DEC,,3,05:00,
win,Lance Benoist,Matthew Riddle,39,26,1,4,0,0,3,3,UFC Fight Night Live: Shields vs Ellenberger,Sep. 17  2011,U-DEC,,3,05:00,
loss,Joe Benoit,Blas Avena,0,0,0,0,0,1,0,0,WEC 30: McCullough vs. Crunkilton,Sep. 05  2007,SUB,Guillotine Choke,1,00:29,
win,Ryan Benoit,Ashkan Mokhtarian,45,42,0,0,0,0,0,0,UFC Fight Night: Werdum vs. Tybura,Nov. 18  2017,KO/TKO,Kick,3,02:38,
loss,Ryan Benoit,Brandon Moreno,23,54,0,5,0,0,0,1,The Ultimate Fighter 24 Finale,Dec. 03  2016,S-DEC,,3,05:00,
win,Ryan Benoit,Fredy Serrano,31,22,0,5,0,0,1,4,UFC 201: Lawler vs. Woodley,Jul. 30  2016,S-DEC,,3,05:00,
loss,Ryan Benoit,Ben Nguyen,1,11,0,0,0,2,0,2,UFC 193: Rousey vs Holm,Nov. 14  2015,SUB,Rear Naked Choke,1,02:35,
win,Ryan Benoit,Sergio Pettis,28,39,1,1,0,0,0,1,UFC 185: Pettis vs Dos Anjos,Mar. 14  2015,KO/TKO,Punch,2,01:34,
loss,Ryan Benoit,Joshua Sampo,18,28,0,2,1,5,2,7,The Ultimate Fighter 18 Finale,Nov. 30  2013,SUB,Rear Naked Choke,2,04:31,
win,Pat Benson,Dave Cochran,0,0,0,0,0,0,0,0,Strikeforce - Lawler vs. Shields,Jun. 06  2009,SUB,Armbar,1,02:42,
win,Len Bentley,Marques Daniels,0,0,0,0,0,0,0,0,Strikeforce Challengers 2,Jun. 19  2009,U-DEC,,3,05:00,
loss,Steve Berger,Eddy Ellis,23,51,1,4,1,2,1,3,Strikeforce - At the Dome,Feb. 23  2008,U-DEC,,3,05:00,
loss,Steve Berger,Robbie Lawler,11,28,1,1,0,0,0,1,UFC 37.5: As Real As It Gets,Jun. 22  2002,KO/TKO,Punch,2,00:27,
nc,Steve Berger,Benji Radach,0,10,0,0,0,0,0,0,UFC 37: High Impact,May. 10  2002,Overturned,,1,00:27,
loss,Steve Berger,Tony DeSouza,2,28,0,5,3,0,1,3,UFC 31: Locked and Loaded,May. 04  2001,U-DEC,,3,05:00,
win,Bret Bergmark,Vagner Rocha,0,0,0,0,0,0,0,0,Strikeforce - Fedor vs. Werdum,Jun. 26  2010,U-DEC,,3,05:00,
loss,Bret Bergmark,Mike Pyle,10,10,1,2,1,1,0,1,WEC 17: Halloween Fury 4,Oct. 14  2005,SUB,Triangle Choke,1,03:36,
loss,Keith Berish,Ryan Janes,61,82,2,0,0,0,2,1,UFC Fight Night: Lewis vs. Abdurakhimov,Dec. 09  2016,U-DEC,,3,05:00,
nc,Keith Berish,Robert Drysdale,0,0,0,1,0,3,0,1,The Ultimate Fighter 19 Finale,Jul. 06  2014,Overturned,,1,02:03,
win,Dennis Bermudez,Te Edwards,63,23,5,0,2,0,8,0,UFC Fight Night: Cejudo vs. Dillashaw,Jan. 19  2019,U-DEC,,3,05:00,
loss,Dennis Bermudez,Rick Glenn,42,48,6,0,0,1,1,0,UFC Fight Night: Dos Santos vs. Ivanov,Jul. 14  2018,S-DEC,,3,05:00,
loss,Dennis Bermudez,Andre Fili,103,80,1,4,0,0,1,1,UFC Fight Night: Jacare vs. Brunson 2,Jan. 27  2018,S-DEC,,3,05:00,
loss,Dennis Bermudez,Darren Elkins,69,70,1,3,0,2,0,2,UFC Fight Night: Weidman vs. Gastelum,Jul. 22  2017,S-DEC,,3,05:00,
loss,Dennis Bermudez,Chan Sung Jung,20,17,0,0,0,0,0,0,UFC Fight Night: Bermudez vs. The Korean Zombie,Feb. 04  2017,KO/TKO,Punch,1,02:29,
win,Dennis Bermudez,Rony Jason,48,9,5,0,0,0,1,1,UFC Fight Night: Rodriguez vs. Caceres,Aug. 06  2016,U-DEC,,3,05:00,
win,Dennis Bermudez,Tatsuya Kawajiri,61,12,4,1,1,0,2,1,UFC Fight Night: Cowboy vs Cowboy,Feb. 21  2016,U-DEC,,3,05:00,
loss,Dennis Bermudez,Jeremy Stephens,35,38,1,0,0,0,1,0,UFC 189: Mendes vs McGregor,Jul. 11  2015,KO/TKO,Flying Knee,3,00:32,
loss,Dennis Bermudez,Ricardo Lamas,8,14,0,0,0,1,0,1,UFC 180: Werdum vs Hunt,Nov. 15  2014,SUB,Guillotine Choke,1,03:18,
win,Dennis Bermudez,Clay Guida,47,28,2,0,1,0,2,0,UFC on Fox: Lawler vs Brown,Jul. 26  2014,SUB,Rear Naked Choke,2,02:57,
win,Dennis Bermudez,Jimy Hettes,55,34,6,0,1,0,2,1,UFC 171: Hendricks vs Lawler,Mar. 15  2014,KO/TKO,Knee,3,02:57,
win,Dennis Bermudez,Steven Siler,44,23,6,0,4,3,3,0,UFC Fight Night: Fight for the Troops,Nov. 06  2013,U-DEC,,3,05:00,
win,Dennis Bermudez,Max Holloway,73,75,4,0,0,0,3,1,UFC 160: Velasquez vs Silva 2,May. 25  2013,S-DEC,,3,05:00,
win,Dennis Bermudez,Matt Grice,120,82,0,1,2,0,1,2,UFC 157: Rousey vs Carmouche,Feb. 23  2013,S-DEC,,3,05:00,
win,Dennis Bermudez,Tommy Hayden,12,6,1,0,2,0,1,2,UFC 150: Henderson vs Edgar II,Aug. 11  2012,SUB,Guillotine Choke,1,04:43,
win,Dennis Bermudez,Pablo Garza,45,27,8,0,1,0,13,0,UFC on FOX: Diaz vs Miller,May. 05  2012,U-DEC,,3,05:00,
loss,Dennis Bermudez,Diego Brandao,25,19,1,1,0,1,0,1,The Ultimate Fighter 14 Finale: Team Bisping vs Team Miller,Dec. 03  2011,SUB,Armbar,1,04:51,
win,Manny Bermudez,Benito Lopez,7,7,1,0,1,0,2,0,UFC Fight Night: Ngannou vs. Velasquez,Feb. 17  2019,SUB,Guillotine Choke,1,03:09,
win,Manny Bermudez,Davey Grant,3,4,0,0,2,0,1,0,UFC Fight Night: Shogun vs. Smith,Jul. 22  2018,SUB,Triangle Choke,1,00:59,
win,Manny Bermudez,Albert Morales,12,19,1,1,3,0,4,1,UFC Fight Night: Emmett vs. Stephens,Feb. 24  2018,SUB,Guillotine Choke,2,02:33,
win,Talita Bernardo,Sarah Moras,60,37,2,1,1,0,6,3,UFC Fight Night: Oezdemir vs. Smith,Oct. 27  2018,U-DEC,,3,05:00,
loss,Talita Bernardo,Irene Aldana,46,70,1,1,0,0,1,6,UFC Fight Night: Stephens vs. Choi,Jan. 14  2018,U-DEC,,3,05:00,
loss,Talita Bernardo,Marion Reneau,22,57,3,0,1,5,2,2,UFC Fight Night: Volkov vs. Struve,Sep. 02  2017,KO/TKO,Punches,3,04:54,
loss,Dave Berry,Roberto Traven,0,0,0,0,0,0,0,0,UFC 11: The Proving Ground,Sep. 20  1996,KO/TKO,Punches,1,01:33,
loss,Keith Berry,Adlan Amagov,0,6,0,0,0,0,0,0,Strikeforce - Rousey vs Kaufman,Aug. 18  2012,KO/TKO,Punches,1,00:48,
loss,Keith Berry,Gian Villante,0,0,0,0,0,0,0,0,Strikeforce Challengers 18,Aug. 12  2011,U-DEC,,3,05:00,
loss,Keith Berry,Trevor Smith,0,0,0,0,0,0,0,0,Strikeforce Challengers 16,Jun. 24  2011,SUB,North-South Choke,2,03:02,
loss,Keith Berry,Terry Martin,0,0,0,0,0,0,0,0,WEC 24: Full Force,Oct. 12  2006,KO/TKO,Punches,1,02:52,
loss,Dieusel Berto,Geza Kalman,3,21,0,0,0,1,1,1,UFC 10: The Tournament,Jul. 12  1996,KO/TKO,Punches,1,05:57,
loss,Edson Berto,Yves Edwards,7,23,1,0,1,0,1,2,EliteXC - Street Certified,Feb. 16  2008,KO/TKO,Knee,1,04:56,
loss,Edson Berto,KJ Noons,20,52,4,0,1,0,1,0,EliteXC - ShoXC 1,Jul. 27  2007,KO/TKO,Knee,3,00:45,
win,Edson Berto,Victor Valenzuela,2,1,1,0,1,0,0,0,Strikeforce - Shamrock vs. Baroni,Jun. 22  2007,SUB,Heel Hook,1,00:47,
loss,Allen Berube,Leonard Garcia,4,4,2,0,1,1,1,4,The Ultimate Fighter 5 Finale,Jun. 23  2007,SUB,Rear Naked Choke,1,04:22,
loss,Scott Bessac,Joe Charles,0,0,0,0,0,0,0,0,UFC - Ultimate Ultimate '95,Dec. 16  1995,SUB,Armbar,1,04:38,
win,Scott Bessac,David Hood,1,2,0,0,2,0,0,0,UFC 7: The Brawl in Buffalo,Sep. 08  1995,SUB,Guillotine Choke,1,00:31,
loss,Matt Bessette,Steven Peterson,57,74,0,2,0,1,0,2,UFC - TUF 27 Finale,Jul. 06  2018,S-DEC,,3,05:00,
loss,Matt Bessette,Enrique Barzola,43,55,0,5,0,0,0,0,UFC 220: Miocic vs. Ngannou,Jan. 20  2018,U-DEC,,3,05:00,
loss,Fernando Bettega,Wayne Phillips,0,0,0,0,0,0,0,0,Strikeforce - Henderson vs. Babalu,Dec. 04  2010,S-DEC,,3,05:00,
win,Arjan Bhullar,Juan Adams,41,81,2,0,0,0,2,0,UFC Fight Night: Iaquinta vs. Cowboy,May. 04  2019,U-DEC,,3,05:00,
win,Arjan Bhullar,Marcelo Golm,47,43,1,0,0,0,0,0,UFC Fight Night: Oezdemir vs. Smith,Oct. 27  2018,U-DEC,,3,05:00,
loss,Arjan Bhullar,Adam Wieczorek,9,13,2,0,0,1,1,0,UFC Fight Night: Poirier vs. Gaethje,Apr. 14  2018,SUB,Omoplata,2,01:59,
win,Arjan Bhullar,Luis Henrique,24,32,1,0,0,0,1,0,UFC 215: Nunes vs Shevchenko 2,Sep. 09  2017,U-DEC,,3,05:00,
loss,Magomed Bibulatov,Rogerio Bontorin,58,40,4,1,0,2,0,2,UFC Fight Night: Assuncao vs. Moraes 2,Feb. 02  2019,S-DEC,,3,05:00,
loss,Magomed Bibulatov,John Moraga,5,8,0,0,0,0,0,0,UFC 216: Ferguson vs. Lee,Oct. 07  2017,KO/TKO,Punch,1,01:38,
win,Magomed Bibulatov,Jenel Lausa,51,10,2,0,0,0,9,0,UFC 210: Cormier vs. Johnson 2,Apr. 08  2017,U-DEC,,3,05:00,
loss,David Bielkheden,Mark Bocek,4,20,0,1,0,1,0,6,UFC 97: Redemption,Apr. 18  2009,SUB,Rear Naked Choke,1,04:57,
win,David Bielkheden,Jess Liaudin,36,12,7,1,0,2,2,1,UFC 89: Bisping vs Leben,Oct. 18  2008,U-DEC,,3,05:00,
loss,David Bielkheden,Diego Sanchez,1,24,0,1,0,0,0,3,UFC 82: Pride of a Champion,Mar. 01  2008,KO/TKO,Punches,1,04:43,
loss,David Bielkheden,Mitsuhiro Ishida,3,9,0,3,0,1,0,8,PRIDE Bushido 13,Nov. 05  2006,U-DEC,,2,05:00,
loss,Jeremiah Billington,Brian Stann,5,22,0,1,0,0,0,0,WEC 30: McCullough vs. Crunkilton,Sep. 05  2007,KO/TKO,Punches,1,03:07,
win,Anthony Birchak,Dileno Lopes,41,25,0,2,0,0,0,2,UFC Fight Night: Dos Anjos vs. Alvarez,Jul. 07  2016,S-DEC,,3,05:00,
loss,Anthony Birchak,Thomas Almeida,27,24,0,0,0,0,0,0,UFC Fight Night: Belfort vs Henderson,Nov. 07  2015,KO/TKO,Punches,1,04:24,
win,Anthony Birchak,Joe Soto,16,1,0,0,0,0,0,0,UFC Fight Night: Boetsch vs Henderson,Jun. 06  2015,KO/TKO,Punch,1,01:37,
loss,Anthony Birchak,Ian Entwistle,4,0,1,0,0,3,0,0,UFC Fight Night: Dos Santos vs Miocic,Dec. 13  2014,SUB,Heel Hook,1,01:04,
loss,Michael Bisping,Kelvin Gastelum,7,14,0,0,0,0,0,0,UFC Fight Night: Bisping vs. Gastelum,Nov. 25  2017,KO/TKO,Punch,1,02:30,
loss,Michael Bisping,Georges St-Pierre,27,59,0,3,0,1,0,2,UFC 217: Bisping vs. St-Pierre,Nov. 04  2017,SUB,Rear Naked Choke,3,04:23,
win,Michael Bisping,Dan Henderson,119,81,0,1,0,0,0,1,UFC 204: Bisping vs. Henderson,Oct. 08  2016,U-DEC,,5,05:00,
win,Michael Bisping,Luke Rockhold,21,17,0,0,0,0,0,0,UFC 199: Rockhold vs. Bisping 2,Jun. 04  2016,KO/TKO,Punch,1,03:36,
win,Michael Bisping,Anderson Silva,108,75,0,0,0,0,0,0,UFC Fight Night: Silva vs Bisping,Feb. 27  2016,U-DEC,,5,05:00,
win,Michael Bisping,Thales Leites,115,79,0,1,0,0,0,0,UFC Fight Night: Bisping vs Leites,Jul. 18  2015,S-DEC,,5,05:00,
win,Michael Bisping,CB Dollaway,75,47,0,2,0,0,0,0,UFC 186: Johnson vs Horiguchi,Apr. 25  2015,U-DEC,,3,05:00,
loss,Michael Bisping,Luke Rockhold,16,20,0,0,0,1,0,1,UFC Fight Night: Rockhold vs Bisping,Nov. 07  2014,SUB,Guillotine Choke,2,00:57,
win,Michael Bisping,Cung Le,92,38,0,0,0,0,0,0,UFC Fight Night: Bisping vs Le,Aug. 23  2014,KO/TKO,Knee,4,00:57,
loss,Michael Bisping,Tim Kennedy,40,51,0,5,0,0,0,11,UFC Fight Night: Bisping vs Kennedy,Apr. 16  2014,U-DEC,,5,05:00,
win,Michael Bisping,Alan Belcher,93,29,0,0,0,0,0,0,UFC 159: Jones vs Sonnen,Apr. 27  2013,U-DEC,,3,04:31,
loss,Michael Bisping,Vitor Belfort,14,18,0,0,0,0,0,0,UFC on FX: Belfort vs Bisping,Jan. 19  2013,KO/TKO,Kick,2,01:27,
win,Michael Bisping,Brian Stann,64,57,4,0,0,0,3,0,UFC 152: Jones vs Belfort,Sep. 22  2012,U-DEC,,3,05:00,
loss,Michael Bisping,Chael Sonnen,30,40,1,4,0,0,0,2,UFC on FOX: Evans vs Davis,Jan. 28  2012,U-DEC,,3,05:00,
win,Michael Bisping,Jason Miller,102,27,0,1,0,0,0,0,The Ultimate Fighter 14 Finale: Team Bisping vs Team Miller,Dec. 03  2011,KO/TKO,Knees,3,03:34,
win,Michael Bisping,Jorge Rivera,50,8,3,0,0,0,0,0,UFC 127: Penn vs Fitch,Feb. 26  2011,KO/TKO,Punches,2,01:54,
win,Michael Bisping,Yoshihiro Akiyama,118,50,0,0,0,0,0,0,UFC 120: Bisping vs Akiyama,Oct. 16  2010,U-DEC,,3,05:00,
win,Michael Bisping,Dan Miller,76,50,0,1,0,0,0,0,UFC 114: Rampage vs Evans,May. 29  2010,U-DEC,,3,05:00,
loss,Michael Bisping,Wanderlei Silva,32,42,5,1,0,1,1,1,UFC 110: Nogueira vs Velasquez,Feb. 20  2010,U-DEC,,3,05:00,
win,Michael Bisping,Denis Kang,29,11,3,0,1,0,0,6,UFC 105: Couture vs Vera,Nov. 14  2009,KO/TKO,Punches,2,04:24,
loss,Michael Bisping,Dan Henderson,22,29,0,0,0,0,0,0,UFC 100,Jul. 11  2009,KO/TKO,Punch,2,03:20,
win,Michael Bisping,Chris Leben,70,51,1,1,0,0,0,0,UFC 89: Bisping vs Leben,Oct. 18  2008,U-DEC,,3,05:00,
win,Michael Bisping,Jason Day,25,7,2,0,0,0,3,0,UFC 85: Bedlam,Jun. 07  2008,KO/TKO,Punches,1,03:42,
win,Michael Bisping,Charles McCarthy,39,1,0,1,0,1,0,1,UFC 83: Serra vs St-Pierre 2,Apr. 19  2008,KO/TKO,Knees,1,05:00,
loss,Michael Bisping,Rashad Evans,40,23,2,6,0,0,0,4,UFC 78: Validation,Nov. 17  2007,S-DEC,,3,05:00,
win,Michael Bisping,Matt Hamill,47,56,0,6,0,0,0,4,UFC 75: Champion vs Champion,Sep. 08  2007,S-DEC,,3,05:00,
win,Michael Bisping,Elvis Sinosic,36,8,1,0,0,2,0,2,UFC 70: Nations Collide,Apr. 21  2007,KO/TKO,Punches,2,01:40,
win,Michael Bisping,Eric Schafer,19,3,0,3,0,2,0,3,UFC 66: Liddell vs Ortiz 2,Dec. 30  2006,KO/TKO,Punches,1,04:24,
win,Michael Bisping,Josh Haynes,41,8,4,0,4,0,8,0,The Ultimate Fighter 3 Finale,Jun. 24  2006,KO/TKO,Punches,2,04:14,
win,Michael Bisping,Ross Pointon,10,6,0,1,1,0,0,0,CWFC - Strike Force 4,Nov. 26  2005,SUB,Armbar,1,02:00,
win,Michael Bisping,Jakob Lovstad,11,0,0,0,0,0,0,0,CWFC - Strike Force 3,Oct. 01  2005,KO/TKO,Punches,1,01:10,
win,Michael Bisping,Miika Mehmet,22,1,0,0,2,0,0,0,CWFC - Strike Force 2,Jul. 16  2005,KO/TKO,,1,03:01,
win,Amaury Bitetti,Alex Andrade,6,12,0,0,0,0,0,0,UFC 26: Ultimate Field Of Dreams,Jun. 09  2000,DQ,,2,00:43,
loss,Amaury Bitetti,Don Frye,2,46,0,1,0,0,0,2,UFC 9: Motor City Madness,May. 17  1996,KO/TKO,Knees,1,09:30,
loss,Jan Blachowicz,Thiago Santos,20,52,0,1,0,0,0,1,UFC Fight Night: Blachowicz vs. Santos,Feb. 23  2019,KO/TKO,Punch,3,00:39,
win,Jan Blachowicz,Nikita Krylov,10,4,1,1,1,1,4,0,UFC Fight Night: Hunt vs. Oleinik,Sep. 15  2018,SUB,Arm Triangle,2,02:41,
win,Jan Blachowicz,Jimi Manuwa,97,37,1,0,0,0,0,0,UFC Fight Night: Werdum vs. Volkov,Mar. 17  2018,U-DEC,,3,05:00,
win,Jan Blachowicz,Jared Cannonier,50,26,4,0,0,0,2,0,UFC Fight Night: Lawler vs. Dos Anjos,Dec. 16  2017,U-DEC,,3,05:00,
win,Jan Blachowicz,Devin Clark,33,15,1,0,1,0,1,0,UFC Fight Night: Cerrone vs. Till,Oct. 21  2017,SUB,Rear Naked Choke,2,03:02,
loss,Jan Blachowicz,Patrick Cummins,53,73,1,3,0,0,0,1,UFC 210: Cormier vs. Johnson 2,Apr. 08  2017,U-DEC,,3,05:00,
loss,Jan Blachowicz,Alexander Gustafsson,28,50,0,4,0,0,0,2,UFC Fight Night: Arlovski vs. Barnett,Sep. 03  2016,U-DEC,,3,05:00,
win,Jan Blachowicz,Igor Pokrajac,98,35,4,0,0,0,4,3,UFC Fight Night: Rothwell vs Dos Santos,Apr. 10  2016,U-DEC,,3,05:00,
loss,Jan Blachowicz,Corey Anderson,20,84,1,4,1,0,1,6,UFC 191: Johnson vs Dodson 2,Sep. 05  2015,U-DEC,,3,05:00,
loss,Jan Blachowicz,Jimi Manuwa,44,43,0,0,0,0,0,0,UFC Fight Night: Gonzaga vs Cro Cop 2,Apr. 11  2015,U-DEC,,3,05:00,
win,Jan Blachowicz,Ilir Latifi,13,2,0,0,0,0,0,0,UFC Fight Night: Nelson vs Story,Oct. 04  2014,KO/TKO,Kick,1,01:58,
loss,Jason Black,Matt Grice,10,44,0,3,7,0,1,9,UFC 77: Hostile Territory,Oct. 20  2007,S-DEC,,3,05:00,
loss,Jason Black,Thiago Tavares,0,11,0,2,2,2,2,6,UFC Fight Night: Stout vs Fisher,Jun. 12  2007,SUB,Triangle Choke,2,02:49,
loss,Jason Black,Shinya Aoki,0,2,0,0,0,1,0,0,PRIDE Bushido 12,Aug. 27  2006,SUB,Triangle Choke,1,01:58,
win,Jason Black,Won Jin Eoh,23,24,1,0,4,0,2,0,PRIDE Bushido 11,Jun. 04  2006,KO/TKO,,1,06:25,
win,Jason Black,Chad W. Saunders,0,0,0,0,0,0,0,0,WFA 3,Nov. 23  2002,KO/TKO,,2,05:00,
draw,Jason Black,Antonio McKee,0,0,0,0,0,0,0,0,WFA 1,Nov. 03  2001,S-DEC,,3,05:00,
loss,Brad Blackburn,DaMarques Johnson,59,34,4,0,2,1,2,1,UFC 112: Invincible,Apr. 10  2010,KO/TKO,Kick,3,02:08,
loss,Brad Blackburn,Amir Sadollah,37,87,0,2,0,0,0,4,UFC Fight Night: Maynard vs Diaz,Jan. 11  2010,U-DEC,,3,05:00,
win,Brad Blackburn,Edgar Garcia,66,39,0,1,1,0,0,0,The Ultimate Fighter: Team US vs Team UK Finale,Jun. 20  2009,S-DEC,,3,05:00,
win,Brad Blackburn,Ryo Chonan,79,63,0,0,0,0,0,0,UFC 92: The Ultimate 2008,Dec. 27  2008,U-DEC,,3,05:00,
win,Brad Blackburn,James Giboo,53,9,0,0,0,0,0,0,UFC: Silva vs Irvin,Jul. 19  2008,KO/TKO,Punches,2,02:29,
win,Jason Blackford,Jeremy Boczulak,0,0,0,0,0,0,0,0,Strikeforce Challengers 13,Jan. 07  2011,SUB,Heel Hook,2,01:54,
loss,Tom Blackledge,Anthony Perosh,8,7,0,1,0,1,0,3,UFC 127: Penn vs Fitch,Feb. 26  2011,SUB,Rear Naked Choke,1,02:45,
loss,Maximo Blanco,Chas Skelly,0,1,0,0,0,1,0,0,UFC Fight Night: Poirier vs. Johnson,Sep. 17  2016,SUB,D'Arce Choke,1,00:19,
loss,Maximo Blanco,Luke Sanders,16,26,1,0,1,1,1,1,UFC Fight Night: Dillashaw vs Cruz,Jan. 17  2016,SUB,Rear Naked Choke,1,03:38,
win,Maximo Blanco,Mike de la Torre,4,1,0,0,0,0,0,0,The Ultimate Fighter 21 Finale,Jul. 12  2015,KO/TKO,Punch,1,00:16,
win,Maximo Blanco,Dan Hooker,132,99,3,0,0,0,1,0,UFC Fight Night: Hunt vs Nelson,Sep. 20  2014,U-DEC,,3,05:00,
win,Maximo Blanco,Andy Ogle,60,44,1,1,0,0,1,2,UFC Fight Night: Munoz vs Mousasi,May. 31  2014,U-DEC,,3,05:00,
loss,Maximo Blanco,Felipe Arantes,44,39,3,1,0,1,1,0,UFC Fight Night: Machida vs Mousasi,Feb. 15  2014,U-DEC,,3,05:00,
loss,Maximo Blanco,Akira Corassani,5,1,1,0,0,0,0,0,The Ultimate Fighter 18 Finale,Nov. 30  2013,DQ,,1,00:25,
win,Maximo Blanco,Sam Sicilia,52,26,2,1,1,1,1,0,The Ultimate Fighter 17 Finale,Apr. 13  2013,U-DEC,,3,05:00,
loss,Maximo Blanco,Marcus Brimage,18,24,0,0,0,0,0,0,UFC 145: Jones vs Evans,Apr. 21  2012,S-DEC,,3,05:00,
loss,Maximo Blanco,Pat Healy,35,23,0,5,0,3,1,2,Strikeforce - Barnett vs. Kharitonov,Sep. 10  2011,SUB,Rear Naked Choke,2,04:24,
win,Curtis Blaydes,Justin Willis,22,2,7,0,0,0,4,0,UFC Fight Night: Thompson vs. Pettis,Mar. 23  2019,U-DEC,,3,05:00,
loss,Curtis Blaydes,Francis Ngannou,1,13,0,0,0,0,0,0,UFC Fight Night: Blaydes vs. Ngannou 2,Nov. 24  2018,KO/TKO,Punch,1,00:45,
win,Curtis Blaydes,Alistair Overeem,37,7,4,0,0,2,6,0,UFC 225: Whittaker vs. Romero 2,Jun. 09  2018,KO/TKO,Elbows,3,02:56,
win,Curtis Blaydes,Mark Hunt,56,14,10,0,0,0,10,0,UFC 221: Romero vs. Rockhold,Feb. 10  2018,U-DEC,,3,05:00,
win,Curtis Blaydes,Aleksei Oleinik,39,34,4,0,0,0,1,0,UFC 217: Bisping vs. St-Pierre,Nov. 04  2017,KO/TKO,,2,01:39,
win,Curtis Blaydes,Daniel Omielanczuk,72,51,0,0,0,0,0,0,UFC 213: Romero vs. Whittaker,Jul. 08  2017,U-DEC,,3,05:00,
nc,Curtis Blaydes,Adam Milstead,25,1,8,0,0,0,1,0,UFC Fight Night: Bermudez vs. The Korean Zombie,Feb. 04  2017,Overturned,,2,00:59,
win,Curtis Blaydes,Cody East,52,21,5,3,0,0,3,0,UFC Fight Night: Lineker vs. Dodson,Oct. 01  2016,KO/TKO,Elbows,2,02:02,
loss,Curtis Blaydes,Francis Ngannou,24,36,2,0,0,0,1,0,UFC Fight Night: Rothwell vs Dos Santos,Apr. 10  2016,KO/TKO,,2,05:00,
loss,Byron Bloodworth,Erik Perez,8,40,0,0,0,0,0,0,UFC 155: Dos Santos vs Velasquez II,Dec. 29  2012,KO/TKO,Punches,1,03:50,
loss,Byron Bloodworth,Mike Easton,17,31,0,0,0,0,0,0,UFC LIVE 6: Cruz vs Johnson,Oct. 01  2011,KO/TKO,Knee,2,04:52,
loss,Dan Bobish,Mark Hunt,20,8,1,0,1,0,1,0,PRIDE 28: High Octane,Oct. 31  2004,KO/TKO,Punch,1,06:23,
loss,Dan Bobish,Igor Vovchanchyn,18,16,2,0,1,0,4,1,PRIDE 27: Inferno,Feb. 01  2004,KO/TKO,Punches,2,01:45,
loss,Dan Bobish,Gary Goodridge,0,8,0,0,0,0,0,0,PRIDE Final Conflict 2003,Nov. 09  2003,KO/TKO,Punches,1,00:18,
win,Dan Bobish,Brian Johnston,9,6,1,0,1,0,1,0,UFC 14: Showdown,Jul. 27  1997,SUB,Forearm Choke,1,02:10,
loss,Dan Bobish,Mark Kerr,0,3,0,1,0,0,0,1,UFC 14: Showdown,Jul. 27  1997,SUB,Other,1,01:38,
win,Mark Bocek,Mike de la Torre,70,57,3,1,0,0,1,0,UFC Fight Night: Bisping vs Kennedy,Apr. 16  2014,S-DEC,,3,05:00,
loss,Mark Bocek,Rafael Dos Anjos,19,54,0,4,1,0,0,2,UFC 154: St-Pierre vs Condit,Nov. 17  2012,U-DEC,,3,05:00,
win,Mark Bocek,John Alessio,74,33,5,0,0,0,7,0,UFC 145: Jones vs Evans,Apr. 21  2012,U-DEC,,3,05:00,
win,Mark Bocek,Nik Lentz,46,10,5,0,0,3,2,0,UFC 140: Jones vs Machida,Dec. 10  2011,U-DEC,,3,05:00,
loss,Mark Bocek,Benson Henderson,11,56,4,3,2,0,1,0,UFC 129: St-Pierre vs Shields,Apr. 30  2011,U-DEC,,3,05:00,
